id,N_standard_address
1403,云顶中路民盛安置房741#102室
1404,洪文一里54号瑞景-501室
1405,文兴东一里前埔南区文兴东一二里10#206室
1406,前埔二里前埔北区二里158$602室
1407,古楼北里古楼南里21$603室
1408,店上西里店上东西里小区33$102室
1409,东浦路龙山桥部队小区172$604室
1410,店上东里前埔南小区(店上东西里)2$305室
1411,店上东里店上东西里小区2$305室
1412,前埔二里前埔北区二里119$403室
1413,店上东里店上东西里小区42#303室
1414,店上东里前埔南小区(店上东西里)4$407室
1415,洪莲西里嘉盛豪园E组团57#602室
1416,洪莲西里嘉盛豪园北区156#902室
1417,西林路明发商城50#602室
1418,前埔二里前埔北区二里207#603室
1419,田厝路前埔北区二里5#306室
1420,洪文四里红星瑞景小区2$1401室
1421,莲前东路华林紫微小区798|101室
1422,古楼北里古楼南里4$402室
1423,东浦三里红星安华小区12#602室
1424,莲前西路广顺花园709#204室
1425,西林西里金鸡亭花园小区6#207室
1426,店上东里店上东西里小区47$604室
1427,文兴东三里文兴东三里14$702室
1428,莲前西路怡富花园一、二期210#102室
1429,金尚路东方大院10$702室
1430,33金磊花园15号，202室
1431,前埔二里前埔北区二里195#305室
1432,田厝路前埔北区二里23#306室
1433,文兴东二里前埔南区文兴东一二里14$201室
1434,古楼北里古楼南里54#201室
1435,店上西里51号406
1436,店上西里前埔南小区(店上东西里)51#406室
1437,店上西里店上东西里小区51#406室
1438,东芳山庄东芳山庄19$501室
1439,云顶中路民盛安置房745#402室
1440,莲前西路怡富花园一、二期218$201室
1441,西林西里金鸡亭花园小区53#106室
1442,洪莲西里152号102室
1443,前埔东一里华林东盛花园5#1001室
1444,西林东里香榭园云顶花园141$402室
1445,华瑞花园15号201室
1446,洪莲西里洪山柄北区73#401室
1447,东浦三里庐山公寓22$602室
1448,莲前西路怡富花园一、二期294$701室
1449,洪莲西里嘉盛豪园北区157#603室
1450,洪莲里福满山庄119$304室
1451,洪莲西里嘉盛豪园35$1201室
1452,洪莲东二里万科·金域蓝湾一期北区30$2202室
1453,洪文五里洪山柄南区97$901室
1454,莲前东路明发建群雅苑小区709$802-4室
1455,43庐山公寓24号306室
1456,莲前西路-731号莲顺-107室
1457,盘古社区490 号、149 室号、
1458,洪莲西里41号(2785)莲前莲丰社区\\莲前\\1901室
1459,西林西里77号金鸡亭-C515室
1460,金鸡亭花园小区----22号C706室
1461,洪文三里16号瑞景社区|C102室
1462,洪文三里22号瑞景-C105室
1463,林海阳光小区。27号J101室
1464,44金鸡亭花园小区24号C2o7室
1465,洪文村洪文七里25号(7935)莲前瑞景社区\莲前\105室
1466,51龙山桥部队小区&172号C110室
1467,东浦路170-1号<618>莲前街道龙山桥社区|莲前街道|C103室
1468,48民航宿舍综合楼30号402室
1469,前埔一里94号前埔北/201室
1470,洪文村洪文四里12号<8469>莲前街道瑞景社区|莲前街道|401室
1471,洪文村洪文四里13号(4067)莲前瑞景社区\莲前\502室
1472,西林社135号206室
1473,云顶岩路-35号莲云社区105/
1474,东浦路162号303室
1475,龙山桥莲坂军休所162 号、303 室号、
1476,金鸡亭西林西里38号204室
1477,洪文村洪文一里76号\9097\莲前瑞景社区|莲前|101室
1478,西林村西林西里81号(136)莲前街道金鸡亭社区||莲前街道||607室
1479,洪文一里瑞景新村40#502室
1480,西林西里67号金鸡亭社区|705室
1481,古楼北里55号前埔南/201室
1482,洪文六里29号302室
1483,58厦航洪文小区(洪文六里)29號302室
1484,文兴东一里18号<0893>莲前街道前埔南社区|莲前街道|703室
1485,店上东里46号<816>莲前街道前埔南社区|莲前街道|706室
1486,思明前埔二里40号<2533>莲前街道前埔北社区|莲前街道|202室
1487,洪莲路36号(124)莲前莲丰社区\\莲前\\201室
1488,洪文六里厦航小区5号楼602室
1489,莲前东路896号(1474)莲前莲薇社区\\莲前\\810室
1490,61瑞景生活广场114号301
1491,西林东里51号202室
1492,莲前东路-892号莲薇-806室
1493,思明前埔五里211号(1958)莲前莲薇社区\\莲前\\902室
1494,文兴东二里7号(5748)莲前思明前埔南社区\\莲前\\303室
1495,33前埔南小区(店上东西 里 )43 号、602 室号、
1496,西林路-34号莲怡社区|502室
1497,西林西里49号金鸡亭社区201室
1498,洪莲里114号(4286)莲前侨福社区\\莲前\\103室
1499,西林村西林东里1号(5521)莲前金鸡亭社区\\莲前\\208室
1500,莲前东路920号(3942)莲前莲薇社区\莲前\209室
1501,东浦路236号(6926)莲前龙山桥社区\\莲前\\101室
1502,前埔南小区店上东里95号405
1503,莲前西路348-4号\3506\莲前莲怡社区|莲前|102室
1504,西林东里119号金鸡亭社区|206室
1505,洪莲路13号(8862)莲前莲丰社区\\莲前\\902室
1506,洪文六里30号莲翔社区601室
1507,文兴东二里13号704室
1508,文兴东三里15号前埔南-305室
1509,文兴东一里19号(8192)莲前思明前埔南社区\\莲前\\202室
1510,东浦路华美宿舍楼238$202室
1511,瑞景新村15 号、702 室号、
1512,圣华佗中医理疗（85号合并）
1513,洪莲里104号侨福社区|602室
1514,文兴东三里29号前埔南-303室
1515,莲前西路玉成豪园799$1001室
1516,洪莲东二里48号万景社区703室
1517,思明前埔二里213号<7373>莲前街道前埔北社区||莲前街道||1104室
1518,洪莲里71号<4512>莲前街道|莲丰社区|莲前街道|404室
1519,怡富花园一、二期258号103室
1520,洪莲里64号莲丰社区|402室
1521,店上东里35号前埔南-202室
1522,88庐山公寓14号702
1523,洪莲东二里3号万景-1801室
1524,洪莲路94号(4272)莲前莲丰社区\\莲前\\201室
1525,莲前东路409号<9879>莲前街道|莲丰社区|莲前街道|1904室
1526,侨兴里7号202室
1527,洪文村洪文六里42号(5835)莲前莲翔社区\莲前\701室
1528,林海阳光小區26號3201室
1529,东芳山庄16号莲顺-202室
1530,洪文五里85号洪文-107室
1531,西林东路-143号莲云社区C118室
1532,西林东里24号金鸡亭社区|C407室
1533,西林西里45号金鸡亭社区C201/
1534,西林西里17号金鸡亭社区|C605室
1535,西林西里65号金鸡亭-C402室
1536,西林西里72号金鸡亭社区C304/
1537,东浦路-244号龙山桥社区C143室
1538,西林社28-102号
1539,东浦三里17-2号龙山桥社区104/
1540,文兴东二里16号前埔南-101室
1541,前埔一里203-2号前埔北社区|201室
1542,洪文二里101号瑞景社区602|
1543,前埔一里114号前埔北社区306|
1544,店上东里21号前埔南-205室
1545,前埔二里150号前埔北社区602室
1546,前埔一里58号前埔北社区401室
1547,洪文五里50号瑞景-702室
1548,洪文二里104#瑞景/202室
1549,前埔一里234号前埔北-303室
1550,店上东里61号前埔南社区702室
1551,九天湖五里16号701室
1552,洪莲里66号莲丰-204室
1553,莲前西路739号<7727>莲前街道|莲顺社区|莲前街道|302室
1554,古楼北里29号-前埔南社区402室
1555,前埔五里212号莲薇社区1001室
1556,西林西里31号金鸡亭社区503室
1557,西林西里111号金鸡亭-802室
1558,前埔一里47号902室
1559,前埔一里47号前埔北社区902室
1560,前埔一里51号前埔北社区207室
1561,店上东里75号前埔南社区504室
1562,西林东里13号金鸡亭-201室
1563,文兴东二里29号前埔南-401室
1564,店上东里3号303室
1565,文兴东二里前埔南区文兴东一二里36#205室
1566,店上东里58号前埔南社区|508室
1567,店上东里58号前埔南-508室
1568,文兴东一里20号前埔南-203室
1569,西林西二里34号莲怡-201室
1570,洪莲东二里25号-万景社区403室
1571,洪莲东二里49号万景-502室
1572,洪文五里77号洪文社区501|
1573,洪莲东二里35号万景-801室
1574,洪莲西里139号洪文-505室
1575,洪莲路-1号莲丰社区1403室
1576,洪莲西里158号洪文社区301室
1577,思明前埔一里108号<7387>莲前街道前埔北社区|莲前街道|607室
1578,洪文七里25号瑞景-501室
1579,洪莲里92号侨福社区|902室
1580,洪莲中路198号
1581,西林西里73#金鸡亭社区208室
1582,洪莲西里37号莲丰-301室
1583,洪莲里115号侨福-1702室
1584,莲前西路-200号莲怡社区101室
1585,洪文八里121号301室
1586,西林东里199号莲云-704室
1587,洪莲西里70号洪文-302室
1588,洪莲西里77号洪文-201室
1589,洪莲西里57号莲顺社区203室
1590,洪莲里小区16号704
1591,洪莲东二里36号万景-703室
1592,东芳山庄102号莲顺-201室
1593,前埔一里53号前埔北-204室
1594,49民盛安置房729号304
1595,洪莲西里45号莲丰-101室
1596,古楼北里古楼南里71$701室
1597,洪莲西里82号洪文社区303室
1598,西林东路-1号莲云-2504室
1599,西林东路-3#莲云社区1601室
1600,洪文五里90#洪文社区1101室
1601,洪莲里93号侨福-1201-2室
1602,洪莲西里155号洪文社区1201-3室
1603,洪文六里3号莲翔社区|714室
1604,前埔五里199-2号-莲薇社区|906室
1605,西林社57号310室
1606,西林社115号西林社区104室
1607,洪莲东二里1号万景-2407室
1608,洪莲西里28号莲丰社区1201室
1609,西林西里78号金鸡亭-C408室
1610,西林东里27号金鸡亭社区C301室
1611,云顶中路-458-5号莲丰社区201室
1612,莲前东路-790号莲薇社区304-2室
1613,吕岭路-992-2号万景-B208室
1614,洪莲西里21号<6034>莲前街道|莲丰社区||莲前街道||1201室
1615,西林东里11号602室
1616,32怡富花园一、二期284号501室
1617,侨文里12号侨福社区402室
1618,文兴东二里7号楼26号405
1619,古楼北里18号前埔南社区803/
1620,店上西里53号<5003>莲前街道前埔南社区||莲前街道||301室
1621,思明前埔一里155号(6672)莲前思明前埔北社区\\莲前\\606室
1622,文兴东一里18号前埔南-604室
1623,前埔二里177号-前埔北社区415室
1624,店上东里84号<3979>莲前街道前埔南社区|莲前街道|401室
1625,前埔五里159#莲薇社区402室
1626,西林村西林西里20号<8635>莲前街道金鸡亭社区|莲前街道|205室
1627,店上东里59号前埔南社区506室
1628,莲前西路-328号莲怡社区703室
1629,思明前埔五里207号<3945>莲前街道|莲薇社区|莲前街道|303室
1630,洪文一里112号瑞景社区|602室
1631,洪莲西里135号洪文社区502室
1632,思明前埔一里71号<3613>莲前街道前埔北社区|莲前街道|607室
1633,东浦路-116号龙山桥社区504|
1634,前埔二里203号前埔北社区203室
1635,前埔一里164#前埔北社区202室
1636,文兴东三里12-1号508室
1637,前埔二里210号前埔北社区310|
1638,莲前西路-156#龙山桥社区502室
1639,洪莲西里53#莲顺社区402室
1640,前埔二里3号前埔北社区601室
1641,洪莲路-3#莲丰社区803室
1642,洪莲路-9号-莲丰社区|1202室
1643,莲前西路-256号莲怡社区702室
1644,文兴东二里15号前埔南社区107室
1645,洪莲东二里27#万景社区2101室
1646,洪莲西里55号莲顺-1121室
1647,店上东里50-3号前埔南社区301|
1648,店上西里10号前埔南-405室
1649,前埔二里217号前埔北-204室
1650,洪文七里92-1号莲翔社区1802|
1651,思明前埔二里49号<3631>莲前街道前埔北社区|莲前街道|203室
1652,田厝路7号\4858\莲前思明前埔北社区|莲前|404室
1653,洪文五里86号洪文社区701|
1654,洪文七里91-1号莲翔-901室
1655,洪文六里187号洪文社区401|
1656,洪文石村社南片区57号
1657,东浦路-238号龙山桥社区501室
1658,金尚路-6号莲顺社区301/
1659,洪文村洪文一里62号<554>莲前街道瑞景社区||莲前街道||401室
1660,洪莲中路-613号洪文社区|2802室
1661,店上东里89-1号<4402>莲前街道前埔南社区|莲前街道|702-1室
1662,东浦路-134号龙山桥社区107-4|
1663,莲前东路1206号1103室
1664,思明前埔六里1号<6643>莲前街道|莲翔社区|莲前街道|1801室
1665,西林西二里金磊花园3$112室
1666,西林东路墩仔家园9$111室
1667,云顶岩路永裕侨建闽联云顶岩65#103室
1668,云顶中路嘉盛豪园458#206室
1669,西林西里金鸡亭花园小区82$C805室
1670,莲前西路龙山桥莲坂军休所158#C120室
1671,洪文六里厦航洪文小区(洪文六里)66#B103室
1672,洪文四里红星瑞景小区16$1601室
1673,潘宅侨洪里22-2号
1674,洪文四里红星瑞景小区7#202室
1675,洪文一里瑞景新村104$403室
1676,洪文二里100号302室
1677,侨文里侨福城小区一二三期29#701室
1678,洪莲路益辉花园48$101室
1679,侨文里31号604室
1680,店上东里店上东西里小区94$403室
1681,西林西二里金磊花园16#301室
1682,前埔一里前埔北一里182#401室
1683,店上西里店上东西里小区53|601室
1684,店上西里前埔南小区(店上东西里)53$601室
1685,前埔五里华林一期三期205#302室
1686,侨文里侨福城小区一二三期24$201室
1687,前埔二里前埔北区二里184|302室
1688,前埔一里前埔北一里235$601室
1689,洪莲西里洪山柄北区112$201室
1690,店上东里前埔南小区(店上东西里)46#505室
1691,店上东里店上东西里小区46$505室
1692,洪莲里新潘宅小区90$401室
1693,前埔一里前埔北一里233#201室
1694,西林西里金鸡亭花园小区98$602室
1695,洪文八里厦航洪文小区(洪文六里)101$602室
1696,前埔东一里华林东盛花园4$1201室
1697,洪莲西里嘉盛豪园北区158|1502室
1698,洪文七里瑞景公园11$1702室
1699,东浦三里红星安华小区2$201室
1700,洪文六里厦航洪文小区(洪文六里)32#202室
1701,洪莲西里31号
1702,莲前西路云亭花园352#201室
1703,洪文一里瑞景新村50$501室
1704,前埔二里前埔北区二里220#301室
1705,东芳山庄东芳山庄18#603室
1706,前埔西路184号
1707,前埔二里前埔北区二里157#204室
1708,莲前西路怡富花园一、二期202#501室
1709,前埔一里前埔北一里191#409室
1710,前埔一里前埔北一里154#107室
1711,莲前西路广顺花园701$502室
1712,东浦路龙山桥部队小区180$506室
1713,洪文七里瑞景公园2$1302室
1714,金尚路东方大院8$505室
1715,洪莲路益辉花园42#601室
1716,云顶岩路37号302室
1717,洪文二里瑞景生活广场113$402室
1718,莲前西路益友花园94$506室
1719,前埔二里前埔北区二里181|508室
1720,莲前东路华林紫微小区788$106室
1721,洪文六里云景花园136#302室
1722,前埔东一里华林东盛花园24$1101室
1723,西林西二里29号201室
1724,洪莲西里嘉盛豪园38#101室
1725,文兴东一里27号506室
1726,前埔二里前埔北区二里175|501室
1727,前埔东一里华林东盛花园16$603室
1728,莲前东路前埔南区BRT保障房1208#1302室
1729,莲前西路732号(522)莲前莲云社区|莲前|1904室
1730,洪莲中路292号<6414>莲前街道|莲丰社区||莲前街道||506室
1731,西林村西林西里145号<831>莲前街道金鸡亭社区||莲前街道||801室
1732,西林社97-1号202室
1733,东山社1-2号201室
1734,洪文村洪文石村社北片区490-2号(1925)莲前洪文村洪文社区\莲前\240室
1735,西林村西林西里46号<8792>莲前街道金鸡亭社区||莲前街道||C406室
1736,西林村西林东里29号(186)莲前金鸡亭社区\\莲前\\C704室
1737,西林村西林西里22-1号<5395>莲前街道金鸡亭社区||莲前街道||C204室
1738,莲前东路-922号莲薇社区C101室
1739,洪文村洪文六里181号(5297)莲前洪文村洪文社区|莲前|101室
1740,洪莲里62号(9769)莲前莲丰社区|莲前|C115室
1741,东浦路142号(3788)莲前街道龙山桥社区||莲前街道||305室
1742,西林村西林西二里13号<6273>莲前街道|莲怡社区|莲前街道|102室
1743,侨兴里11号402室
1744,古楼南里28号(5549)莲前思明前埔南社区\\莲前\\101室
1745,绿洲花园838号 402室
1746,莲前东路836号(6328)莲前莲薇社区\\莲前\\703室
1747,店上东里50-2号\9868\莲前思明前埔南社区|莲前|203室
1748,侨文里15号(3049)莲前侨福社区|莲前|702室
1749,莲前东路796号(5127)莲前莲薇社区\莲前\403室
1750,侨龙里16号(7914)莲前街道侨福社区||莲前街道||703室
1751,洪莲西里55号<5995>莲前街道|莲顺社区||莲前街道||1403室
1752,洪莲里19号<9425>莲前街道|莲丰社区||莲前街道||602室
1753,洪文村洪文一里105号\5621\莲前瑞景社区|莲前|602室
1754,洪莲西二里168号<7712>莲前街道洪文村洪文社区||莲前街道||303室
1755,洪文村洪文七里3号\3239\莲前瑞景社区|莲前|1301室
1756,洪文村洪文七里10号<4775>莲前街道瑞景社区||莲前街道||602室
1757,莲前西路352-1号<9524>莲前街道|莲怡社区||莲前街道||501室
1758,店上东里96号前埔南-605室
1759,西林西二里2号莲怡/404室
1760,洪莲西里45号(2067)莲前莲丰社区\莲前\403室
1761,文兴东一里17号(8772)莲前思明前埔南社区\\莲前\\604室
1762,洪莲东二里31号万景社区2803|
1763,思明前埔一里46号(9319)莲前思明前埔北社区\\莲前\\1005室
1764,洪莲里116号<7912>莲前街道侨福社区||莲前街道||802室
1765,东浦路140号(2313)莲前龙山桥社区\莲前\507室
1766,潘宅南小区186号602室
1767,54前埔南区文兴东一二 里 9 号、608 室号、
1768,87富山公寓152号403室
1769,云顶岩路35号(1207)莲前莲云社区\\莲前\\603室
1770,东芳山庄102号，301室
1771,莲前西路102号(1617)莲前龙山桥社区\\莲前\\501室
1772,前埔南小区48栋104
1773,洪莲东二里33号(7151)莲前万景社区\莲前\1001室
1774,店上东里32号<8029>莲前街道前埔南社区||莲前街道||301室
1775,西林村西林东路1号(9896)莲前莲云社区\莲前\2604室
1776,文兴东三里1号<7496>莲前街道前埔南社区||莲前街道||A187室
1777,洪莲东二里上东美地160$401-1室
1778,思明前埔六里5号\4145\莲前莲翔社区|莲前|2002室
1779,洪莲西二路松宿公寓1462号 /
1780,洪莲中学对面松宿公寓A梯01
1781,西林社117号西林社区405室
1782,西林西里金鸡亭花园小区68$C304室
1783,宝龙一城西塔1505
1784,前埔东一里7号501室
1785,前埔一里-45号-前埔北社区903室
1786,金磊花园25号2o2室
1787,洪文三里21号402室
1788,莲前东路福满山庄119号之一店面
1789,香榭圆云顶花圆199號605室
1790,思明前埔二里182号<6748>莲前街道前埔北社区||莲前街道||505室
1791,洪文一里96号601室
1792,洪文一里96号瑞景-601室
1793,文兴东二里37号204室
1794,洪文村洪文五里16号(1962)莲前街道瑞景社区||莲前街道||102室
1795,瑞景公园一期3号1603
1796,洪莲路72号<6874>莲前街道|莲丰社区||莲前街道||401室
1797,侨龙里18号102
1798,思明前埔六里9号<5368>莲前街道|莲翔社区|莲前街道|402室
1799,洪莲西里嘉盛豪园49$504室
1800,洪莲中路296号(168)莲前莲丰社区\\莲前\\204室
1801,西林东路水警鼓疗海军工程处171#C127室
1802,西林村西林东里37号(7144)莲前街道金鸡亭社区||莲前街道||C716室
1803,西林村西林西里63号<2043>莲前街道金鸡亭社区||莲前街道||C605室
1804,20明发建群雅苑小区464号1o1之2室
1805,东浦三里30号(377)莲前龙山桥社区\\莲前\\402室
1806,莲前东路-884号莲薇社区201室
1807,洪文村洪文四里14号(7026)莲前瑞景社区\\莲前\\902室
1808,东浦路144号(1274)莲前街道龙山桥社区||莲前街道||C142室
1809,侨文里12号(2343)莲前侨福社区\\莲前\\701室
1810,店上东里11号<0432>莲前街道前埔南社区||莲前街道||701室
1811,思明前埔二里169号(7238)莲前街道前埔北社区\\莲前街道\\314室
1812,店上西里21号(3091)莲前思明前埔南社区\\莲前\\602室
1813,店上西里21号<3091>莲前街道前埔南社区||莲前街道||602室
1814,西林村西林东里206号(4644)莲前莲云社区\\莲前\\302室
1815,西林村西林西里23号(086)莲前金鸡亭社区|莲前|402室
1816,思明前埔二里211号(4387)莲前街道前埔北社区\\莲前街道\\508室
1817,侨福里10号<8133>莲前街道侨福社区|莲前街道|303室
1818,洪文村洪文六里137号(794)莲前莲翔社区|莲前|201室
1819,洪文村洪文一里119号(5507)莲前瑞景社区\\莲前\\402室
1820,洪莲中二路8号华庭商务酒店大堂
1821,店上东里90号\4957\莲前思明前埔南社区|莲前|205室
1822,西林村西林西二里36号(188)莲前莲怡社区\\莲前\\503室
1823,西林村西林西里51号<5791>莲前街道金鸡亭社区|莲前街道|107室
1824,西林村西林西里26号<2831>莲前街道金鸡亭社区||莲前街道||305室
1825,莲前东路826号\5933\莲前莲薇社区|莲前|103室
1826,思明前埔二里143号<2822>莲前街道前埔北社区|莲前街道|405室
1827,洪莲西里19号<0891>莲前街道|莲丰社区|莲前街道|601室
1828,思明前埔一里144号\8498\莲前思明前埔北社区|莲前|314室
1829,西林西里83号914室
1830,洪文村洪文七里38号(9886)莲前街道瑞景社区\\莲前街道\\301室
1831,文兴东二里4号<9988>莲前街道前埔南社区|莲前街道|304室
1832,莲前西路340-1号\6633\莲前莲怡社区|莲前|103室
1833,洪文村洪文四里5号(1798)莲前瑞景社区\\莲前\\2201室
1834,洪文村洪文八里136号(8208)莲前莲翔社区|莲前|129室
1835,侨洪里9号<6591>莲前街道侨福社区|莲前街道|1204室
1836,思明前埔五里178号<0361>莲前街道|莲薇社区||莲前街道||201室
1837,洪文村洪文五里61号(8711)莲前瑞景社区|莲前|217室
1838,68国贸新城29号，505室
1839,洪莲西里70号(074)莲前街道洪文村洪文社区||莲前街道||602室
1840,洪文六里118号
1841,东浦三里17号(2089)莲前龙山桥社区\\莲前\\202室
1842,思明前埔二里164号(393)莲前思明前埔北社区\\莲前\\407室
1843,思明前埔一里217号(1687)莲前街道前埔北社区\\莲前街道\\508室
1844,店上东里92号<6128>莲前街道前埔南社区||莲前街道||402室
1845,古楼北里35号602室
1846,洪莲西里19号402室
1847,古楼北里9号<7387>莲前街道前埔南社区|莲前街道|302室
1848,西林村西林东里61号(8957)莲前金鸡亭社区\\莲前\\103室
1849,洪莲中路611号<7862>莲前街道洪文村洪文社区||莲前街道||902室
1850,东浦三里26号<4297>莲前街道龙山桥社区||莲前街道||3305室
1851,洪文村洪文七里88-1号(3175)莲前莲翔社区\\莲前\\201-5室
1852,洪文村洪文五里87号(4764)莲前洪文村洪文社区|莲前|403-1室
1853,联丰商城62 号、804 室号、
1854,洪莲中路629号洪文三期
1855,洪莲中路629号
1856,54龙虎山庄122号503室
1857,莲前西路170号(7829)莲前龙山桥社区|莲前|C106室
1858,72文兴东三里7号102室
1859,24厦航洪文小区、(洪文六里)11号501室
1860,思明区前埔北区一里201号504
1861,洪文村洪文六里134号<4993>莲前街道|莲翔社区||莲前街道||402室
1862,古楼南里16号702室
1863,金鸡亭花圆小区41號409室
1864,洪莲里87号603室
1865,文化站254号 502室
1866,56前埔北区|二里224号，102室
1867,潮汕牛肉火锅店（同洪莲路17-124号）
1868,前埔南区文兴东一二里36号106室
1869,68金鸡亭花园小区70号207室
1870,53华林绿景花圆180號902室
1871,云顶至尊92号2002室
1872,国贸新城58号1204室
1873,44香榭园云顶花园163号203
1874,前埔南小区(店上东西里)2号-108室
1875,20前埔南小区(店上东西里)32号103室
1876,益辉花圆70號102室
1877,洪莲西路37号A11
1878,洪莲西路37号
1879,前埔六里16号莲翔-902室
1880,莲前西路-728号莲云-803室
1881,西林西二里金磊花园4$C105室
1882,洪莲西里39号莲丰社区1901|
1883,东浦路红星安华小区587#102室
1884,东浦路-521号龙山桥社区201室
1885,莲前东路-806号莲薇社区201室
1886,古楼北里23号前埔南社区|307室
1887,洪莲路益辉花园86$601室
1888,前埔五里176号莲薇社区601室
1889,前埔一里前埔北一里192#407室
1890,西林路-48号莲怡-401室
1891,洪莲东二里29号-万景社区|1303室
1892,东浦路186号(6145)莲前龙山桥社区|莲前|501室
1893,前埔二里前埔北区二里154|110室
1894,洪文一里59号瑞景-601室
1895,洪文四里6号瑞景社区2501|
1896,洪文一里瑞景新村14$201室
1897,66文兴社84號503室
1898,莲前西路益友花园116#106室
1899,洪文一里135号瑞景-701室
1900,田厝路21号(1344)莲前思明前埔北社区|莲前|202室
1901,思明前埔二里181号<068>莲前街道前埔北社区||莲前街道||507室
1902,洪莲西里141号洪文-102室
1903,洪文一里67号瑞景-101室
1904,59民盛安置房719号4o2室
1905,前埔五里210号莲薇社区1103室
1906,新潘宅小区78 号、502 室号、
1907,店上西里前埔南小区(店上东西里)40#506室
1908,洪莲北路1011号店面，万科金域蓝湾
1909,洪莲西里140号洪文社区304室
1910,洪文八里135号莲翔社区|808室
1911,西林社27-103号
1912,洪文一里131号瑞景社区304室
1913,东浦路258-5号<8521>莲前街道龙山桥社区|莲前街道|101室
1914,莲前西路278号\6074\莲前莲怡社区|莲前|701室
1915,莲前西路-274号莲怡社区502室
1916,洪文一里91号瑞景社区201室
1917,古楼北里58号(4557)莲前思明前埔南社区|莲前|304室
1918,西林东里169号莲云社区|512室
1919,店上西里42号前埔南社区|301室
1920,侨兴里1号侨福社区701/
1921,田厝路-1号前埔北社区510室
1922,前埔二里212号前埔北社区606室
1923,洪莲里99号侨福社区404室
1924,古楼北里51号\502\莲前思明前埔南社区|莲前|308室
1925,云顶中路-723#莲顺社区301室
1926,洪文六里1号莲翔-303室
1927,店上东里34号前埔南社区203|
1928,西林东路-135号莲云社区|602室
1929,洪莲路-5号莲丰-1301室
1930,洪莲东二里158号洪文-503室
1931,前埔二里57号前埔北社区|207室
1932,店上东里66号前埔南社区206|
1933,店上东里23#前埔南社区101室
1934,洪文三里10号瑞景社区301|
1935,洪文泥窟社北片区25号洪文泥窟社北片区25号
1936,前埔二里154号前埔北社区|509室
1937,店上东里98号前埔南社区202室
1938,东浦三里12号-龙山桥社区|1002室
1939,思明区洪莲西二路1456号松宿公寓105室
1940,店上东里34号前埔南社区703室
1941,东山社348号101室
1942,西林社85号304室
1943,前埔西路-19号侨福-201室
1944,洪文一里104号瑞景社区|404室
1945,店上东里66号<0533>莲前街道前埔南社区|莲前街道|106室
1946,思明前埔五里173号(7835)莲前莲薇社区\\莲前\\601室
1947,洪文五里华瑞花园16号501室
1948,洪文五里16号瑞景社区501室
1949,西林村西林东路407号(2874)莲前街道\莲云社区\\莲前街道\\301室
1950,洪文六里140号莲翔社区602室
1951,古楼南里72号208室
1952,店上东里79号(1142)莲前思明前埔南社区\\莲前\\404室
1953,52瑞景公园36号502室
1954,西林西里金鸡亭花园小区92$402室
1955,洪文七里11号瑞景社区1802室
1956,洪莲里福满山庄102$501室
1957,西林东路303号501室
1958,金鸡亭花园小区/127号1
1959,莲前西路-236号莲怡社区201/
1960,洪文一里106号瑞景社区|502室
1961,73前埔北/一里218号405室
1962,洪文六里厦航洪文小区(洪文六里)7#101室
1963,洪文六里181号洪文-201室
1964,店上东里89-1号前埔南社区701-1室
1965,洪文村洪文六里60号<585>莲前街道|莲翔社区||莲前街道||1702室
1966,古楼南里12号703室
1967,西林西里71号C104室
1968,潘宅路-144号侨福-201室
1969,西林东里10号之一602室
1970,洪文村洪文一里30号<7459>莲前街道瑞景社区|莲前街道|401室
1971,洪文村洪文五里17号\1481\莲前瑞景社区|莲前|302室
1972,店上东里74号<4706>莲前街道前埔南社区||莲前街道||606室
1973,店上东里38号(624)莲前思明前埔南社区|莲前|502室
1974,前埔一里前埔北一里219$504室
1975,洪文六里35号莲翔社区102|
1976,西林村西林西二里16号(1366)莲前街道|莲怡社区||莲前街道||302室
1977,侨福里4号(6949)莲前侨福社区\\莲前\\101室
1978,莲前西路-298号莲怡-301室
1979,店上东里86号\4515\莲前思明前埔南社区|莲前|505室
1980,店上东里86号(4515)莲前街道前埔南社区||莲前街道||505室
1981,莲前东路-794号莲薇-106室
1982,前埔五里200#莲薇社区1001室
1983,莲前西路-697号莲顺-101室
1984,店上东里23号\212\莲前思明前埔南社区|莲前|602室
1985,41东方大院619号602室
1986,洪文村洪文八里43号(3351)莲前莲翔社区\\莲前\\701室
1987,思明前埔一里191号\7447\莲前思明前埔北社区|莲前|509室
1988,莲前西路怡富花园一、二期234$602室
1989,洪文石村社南片区28号洪文石村社南片区28号
1990,莲前西路东芳花园741$102室
1991,店上东里88号<3823>莲前街道前埔南社区||莲前街道||102室
1992,洪文一里瑞景新村127$402室
1993,店上东里90号306室
1994,西林社127号602室
1995,莲前西路713号<9739>莲前街道|莲顺社区||莲前街道||B120室
1996,西林村西林西里32号(2372)莲前金鸡亭社区|莲前|C701室
1997,莲前东路846号(1254)莲前莲薇社区\\莲前\\C126室
1998,洪文四里红星瑞景小区18$202室
1999,西林村西林西二里19号<6101>莲前街道|莲怡社区|莲前街道|101室
2000,西林村西林西里54号<0316>莲前街道金鸡亭社区|莲前街道|502室
